id,aqisitionStation,pressure,relative_humidity,temperature,timestamp,wind,nebulosityType,windtype
359,"CAMPULUNG MUSCEL",1008.2,49,23.3,1435836263591,NULL,NULL,NULL
360,CARACAL,1008.2,49,28.3,1435836263615,1.0,NULL,NULL
361,CARANSEBES,994.1,46,27.1,1435836263848,4.0,NULL,NULL
362,"CEAHLAU TOACA",818.4,100,8.9,1435836264023,4.0,NULL,NULL
363,CERNAVODA,1009.3,38,28.8,1435836264069,5.0,NULL,NULL
364,"CHISINEU CRIS",1010.9,40,28,1435836264124,4.0,NULL,NULL
365,CLUJ-NAPOCA,974.9,46,23.9,1435836264251,5.0,NULL,NULL
366,CONSTANTA,1018.2,69,22.3,1435836264374,2.0,NULL,NULL
367,CORUGEA,994.1,42,24.8,1435836264466,6.0,NULL,NULL
368,COTNARI,988.1,45,23.1,1435836264509,8.0,NULL,NULL
369,CRAIOVA,998.1,51,28.2,1435836265527,2.0,NULL,NULL
370,CUNTU,864.4,63,16.2,1435836265552,6.0,NULL,NULL
371,"CURTEA DE ARGES",992.8,51,25.5,1435836265578,NULL,NULL,NULL
372,DARABANI,992.8,51,21.5,1435836265607,6.0,NULL,NULL
373,DEDULESTI-MORARESTI,994.5,52,25.5,1435836265635,NULL,NULL,NULL
374,DEJ,994.5,52,25.2,1435836265662,2.0,NULL,NULL
375,DEVA,994.1,46,27.3,1435836265691,3.0,NULL,NULL
376,DRAGASANI,988.2,34,28.3,1435836265720,1.0,NULL,NULL
377,"DROBETA TURNU SEVERIN",1011.7,29,30.8,1435836265767,2.0,NULL,NULL
378,DUMBRAVENI,984.4,50,24.6,1435836265826,3.0,NULL,NULL
379,"DUMBRAVITA DE CODRU",956.7,50,24.2,1435836265866,2.0,NULL,NULL
380,FAGARAS,971.9,53,24.2,1435836265925,5.0,NULL,NULL
381,FETESTI,1012.8,40,27.2,1435836265971,5.0,NULL,NULL
382,FOCSANI,1015.1,39,26.3,1435836266017,3.0,NULL,NULL
383,FUNDATA,870.8,77,17.5,1435836266047,2.0,NULL,NULL
384,FUNDULEA,1013.1,53,27.2,1435836266074,4.0,NULL,NULL
385,GALATI,1012.9,56,23.7,1435836266191,4.0,NULL,NULL
386,GIURGIU,1017.4,49,28.9,1435836266255,3.0,NULL,NULL
387,GORGOVA,1020.1,43,26,1435836266334,3.0,NULL,NULL
388,GRIVITA,1015.4,47,27.5,1435836266423,6.0,NULL,NULL
389,"GURA PORTITEI",1019.1,47,26.9,1435836266449,6.0,NULL,NULL
390,GURAHONT,1001.2,48,27.8,1435836266475,3.0,NULL,NULL
391,HALANGA,1013.8,42,30.2,1435836266503,3.0,NULL,NULL
392,HARSOVA,1015.6,42,27.3,1435836266555,7.0,NULL,NULL
393,HOLOD,1003.7,40,27.3,1435836266590,2.0,NULL,NULL
394,IASI,1012.7,54,22.8,1435836266617,3.0,NULL,NULL
395,IEZER,829.8,67,11.6,1435836266645,5.0,NULL,NULL
396,"INTORSURA BUZAULUI",943.3,96,15.2,1435836266673,2.0,NULL,NULL
397,JIMBOLIA,936.6,62,29.7,1435836266701,NULL,NULL,NULL
398,JOSENI,936.6,62,21.3,1435836266729,4.0,NULL,NULL
399,JURILOVCA,1015.3,38,27.4,1435836266757,8.0,NULL,NULL
400,LACAUTI,821,79,9,1435836266785,4.0,NULL,NULL
401,LUGOJ,1007.6,44,28.4,1435836266813,3.0,NULL,NULL
402,MAHMUDIA,999.5,45,24.4,1435836266841,NULL,NULL,NULL
403,MANGALIA,1018.5,74,24,1435836266870,4.0,NULL,NULL
404,MEDGIDIA,1011.4,53,25.5,1435836266951,5.0,NULL,NULL
405,"MIERCUREA CIUC",945.6,54,21.5,1435836266980,4.0,NULL,NULL
406,"MOLDOVA VECHE",1012,38,29.2,1435836267045,6.0,NULL,NULL
407,"NEGRESTI (VASLUI)",1006.1,32,25.6,1435836267098,8.0,NULL,NULL
408,"OBARSIA LOTRULUI",874,45,19.3,1435836267126,1.0,NULL,NULL
409,"OCNA SUGATAG",964.9,41,22.7,1435836267164,3.0,NULL,NULL
410,"ODORHEIUL SECUIESC",1017.4,50,22.3,1435836267191,NULL,NULL,NULL
411,OLTENITA,1017.4,50,28.2,1435836267221,3.0,NULL,NULL
412,ORADEA,1007.3,31,28,1435836267283,4.0,NULL,NULL
413,ORAVITA,986.6,41,27.6,1435836267316,2.0,NULL,NULL
414,"PADES (APA NEAGRA)",862.8,58,28.2,1435836267342,NULL,NULL,NULL
415,PALTINIS,862.8,58,17.1,1435836267371,1.0,NULL,NULL
416,PARANG,853.1,71,15.2,1435836267457,1.0,NULL,NULL
417,PATARLAGELE,987,84,18,1435836267526,4.0,NULL,NULL
418,PENTELEU,843.1,100,9.5,1435836267559,5.0,NULL,NULL
419,PETROSANI,953.8,63,24,1435836267584,6.0,NULL,NULL
420,"PIATRA NEAMT",980.5,40,23.4,1435836267620,5.0,NULL,NULL
421,PITESTI,983.1,45,27.7,1435836267672,1.0,NULL,NULL
422,PLOIESTI,999.9,67,23.1,1435836267760,3.0,NULL,NULL
423,"POIANA STAMPEI",918.2,49,18.5,1435836267785,4.0,NULL,NULL
424,POLOVRAGI,960.2,47,25.2,1435836267830,1.0,NULL,NULL
425,PREDEAL,900,79,15.4,1435836267865,2.0,NULL,NULL
426,RADAUTI,978.2,43,23.2,1435836267898,4.0,NULL,NULL
427,"RAMNICU SARAT",1004.6,60,24.8,1435836267931,6.0,NULL,NULL
428,"RAMNICU VALCEA",992.4,29,28.5,1435836267958,3.0,NULL,NULL
429,RESITA,989.8,45,26.8,1435836268018,4.0,NULL,NULL
430,ROMAN,995.9,43,24.1,1435836268069,7.0,NULL,NULL
431,"ROSIA MONTANA",889.9,61,19,1435836268135,1.0,NULL,NULL
432,"ROSIORII DE VEDE",1008.2,50,28.5,1435836268191,2.0,NULL,NULL
433,"SANNICOLAU MARE",1010.3,34,29.7,1435836268219,2.0,NULL,NULL
434,SARMASU,976.4,53,24.5,1435836268253,2.0,NULL,NULL
435,"SATU MARE",1008.5,35,26.6,1435836268321,4.0,NULL,NULL
436,"SEBES (ALBA)",990.3,50,26.4,1435836268354,4.0,NULL,NULL
437,SEMENIC,866.6,78,16.4,1435836268401,4.0,NULL,NULL
438,"SFANTU GHEORGHE (DELTA)",1020.1,60,24.5,1435836268449,5.0,NULL,NULL
439,"SFANTU GHEORGHE (MUNTE)",962,81,19.1,1435836268486,1.0,NULL,NULL
440,SIBIU,970.4,46,24.9,1435836268529,3.0,NULL,NULL
441,"SIGHETUL MARMATIEI",991,36,23.9,1435836268560,1.0,NULL,NULL
442,"SINAIA 1500",855.5,57,19.1,1435836268586,1.0,NULL,NULL
443,SIRIA,968.6,44,25.5,1435836268615,3.0,NULL,NULL
444,SLATINA,1000.3,36,28.7,1435836268655,1.0,NULL,NULL
445,SLOBOZIA,1014.3,47,26.5,1435836268748,6.0,NULL,NULL
446,"STANA DE VALE",899.7,57,19.2,1435836268775,1.0,NULL,NULL
447,"STEFANESTI STANCA",1008.7,45,24.6,1435836268811,8.0,NULL,NULL
448,"STEI (PETRU GROZA)",989.7,47,25.8,1435836268843,3.0,NULL,NULL
449,STOLNICI,996.1,52,26.9,1435836268920,1.0,NULL,NULL
450,SUCEAVA,980.3,50,20.8,1435836268961,6.0,NULL,NULL
451,SULINA,1017.7,76,22,1435836268993,4.0,NULL,NULL
452,"SUPURU DE JOS",791.4,79,25.2,1435836269020,NULL,NULL,NULL
453,TARCU,791.4,79,9.9,1435836269048,8.0,NULL,NULL
454,TARGOVISTE,986.1,55,24.3,1435836269075,2.0,NULL,NULL
455,"TARGU JIU",996.5,32,29.6,1435836269135,1.0,NULL,NULL
456,"TARGU LAPUS",980.7,35,24,1435836269167,1.0,NULL,NULL
457,"TARGU LOGRESTI",989.9,45,27.4,1435836269216,2.0,NULL,NULL
458,"TARGU MURES",986.1,54,24.8,1435836269247,3.0,NULL,NULL
459,"TARGU NEAMT",977.9,45,22.6,1435836269305,4.0,NULL,NULL
460,"TARGU OCNA",993.3,35,24.9,1435836269347,5.0,NULL,NULL
461,"TARGU SECUIESC",956.6,53,20.7,1435836269386,1.0,NULL,NULL
462,"TARNAVENI (BOBOHALMA)",961.8,54,22.7,1435836269418,7.0,NULL,NULL
463,TEBEA,990.3,41,26.8,1435836269490,5.0,NULL,NULL
464,TECUCI,1013.8,47,24.7,1435836269533,5.0,NULL,NULL
465,TIMISOARA,1012,36,29.2,1435836269612,1.0,NULL,NULL
466,TITU,1002.3,46,28.1,1435836269691,2.0,NULL,NULL
467,TOPLITA,943.7,32,23.5,1435836269741,4.0,NULL,NULL
468,TULCEA,1019.7,44,26.2,1435836269869,4.0,NULL,NULL
469,TURDA,973.1,48,24.9,1435836269943,4.0,NULL,NULL
470,"TURNU MAGURELE",1017.1,51,28.6,1435836269988,3.0,NULL,NULL
471,URZICENI,1013.8,48,26.5,1435836270029,5.0,NULL,NULL
472,"VARADIA DE MURES",1004.6,42,28.1,1435836270071,3.0,NULL,NULL
473,"VARFUL OMU",759.2,95,5.5,1435836270122,4.0,NULL,NULL
474,VASLUI,1006.8,39,25.3,1435836270170,4.0,NULL,NULL
475,"VLADEASA 1800",824.5,86,12.1,1435836270220,4.0,NULL,NULL
476,VOINEASA,956,38,23.9,1435836270287,1.0,NULL,NULL
477,ZALAU,988.5,41,24.9,1435836270349,3.0,NULL,NULL
478,ZIMNICEA,1016.6,57,26,1435836270391,2.0,NULL,NULL
479,ADAMCLISI,1000.9,36,27.8,1435839862140,2.0,NULL,NULL
480,ADJUD,1007.7,37,26.2,1435839862189,6.0,NULL,NULL
481,"ALBA IULIA",993.7,52,26,1435839862226,2.0,NULL,NULL
482,ALEXANDRIA,1011.2,43,29.4,1435839862255,2.0,NULL,NULL
483,ARAD,1008.3,36,29.2,1435839862285,2.0,NULL,NULL
484,BACAU,1001.1,37,25,1435839862315,4.0,NULL,NULL
485,BACLES,984.8,37,27.1,1435839862355,3.0,NULL,NULL
486,"BAIA MARE",1000.3,31,27,1435839862380,3.0,NULL,NULL
487,"BAILE HERCULANE",998,41,28.7,1435839862413,2.0,NULL,NULL
488,BAILESTI,1013.8,40,29.2,1435839862443,1.0,NULL,NULL
489,BAISOARA,873,37,17.4,1435839862478,3.0,NULL,NULL
490,"BALEA LAC",802.1,96,5,1435839862515,5.0,NULL,NULL
491,BANLOC,1012.4,37,29.7,1435839862546,4.0,NULL,NULL
492,BARAOLT,962.8,62,21.3,1435839862572,3.0,NULL,NULL
493,BARLAD,1000.2,36,26,1435839862603,2.0,NULL,NULL
494,"BARNOVA (RADAR)",975,51,23,1435839862633,1.0,NULL,NULL
495,BATOS,969.7,34,25.1,1435839862672,2.0,NULL,NULL
496,BECHET,1016.1,43,28.4,1435839862698,2.0,NULL,NULL
497,BISOCA,925.1,61,16.9,1435839862741,6.0,NULL,NULL
498,BISTRITA,978.7,34,26,1435839862773,1.0,NULL,NULL
499,BLAJ,982.5,48,24.5,1435839862808,3.0,NULL,NULL
500,BOITA,961.3,54,24.8,1435839862871,3.0,NULL,NULL
501,BOROD,984,42,24.6,1435839862918,5.0,NULL,NULL
502,BOTOSANI,1003.3,43,25.2,1435839862980,4.0,NULL,NULL
503,BOZOVICI,992.2,36,29,1435839863027,4.0,NULL,NULL
504,BRAILA,1018.6,44,26.7,1435839863055,3.0,NULL,NULL
505,"BRASOV GHIMBAV",960.5,75,18.6,1435839863086,2.0,NULL,NULL
506,BUCIN,880.9,51,16.1,1435839863122,2.0,NULL,NULL
507,"BUCURESTI AFUMATI",1011,59,23.8,1435839863158,3.0,NULL,NULL
508,"BUCURESTI BANEASA",1009.9,85,20.1,1435839863185,3.0,NULL,NULL
509,"BUCURESTI FILARET",1010.7,53,25,1435839863236,1.0,NULL,NULL
510,BUZAU,1010.5,62,21.8,1435839863267,5.0,NULL,NULL
511,CALAFAT,1013.2,40,30,1435839863309,1.0,NULL,NULL
512,CALARASI,1017.3,39,28.1,1435839863343,4.0,NULL,NULL
513,"CALIMANI (RETITIS)",807.2,56,10.2,1435839863402,8.0,NULL,NULL
514,"CAMPENI (BISTRA)",967.4,66,27,1435839863442,NULL,NULL,NULL
515,CAMPINA,967.4,66,22.5,1435839863473,4.0,NULL,NULL
516,"CAMPULUNG MUSCEL",1007.7,45,24.5,1435839863516,NULL,NULL,NULL
517,CARACAL,1007.7,45,29.4,1435839863588,1.0,NULL,NULL
518,CARANSEBES,993.7,41,28.3,1435839863640,4.0,NULL,NULL
519,"CEAHLAU TOACA",818.5,94,9.1,1435839863687,4.0,NULL,NULL
520,CERNAVODA,1009.1,40,28.7,1435839863720,5.0,NULL,NULL
521,"CHISINEU CRIS",1010.5,37,28.4,1435839863769,3.0,NULL,NULL
522,CLUJ-NAPOCA,974.4,44,24.6,1435839863800,4.0,NULL,NULL
523,CONSTANTA,1017.7,61,24.7,1435839863831,2.0,NULL,NULL
524,CORUGEA,993.9,45,24.4,1435839863889,5.0,NULL,NULL
525,COTNARI,988,50,21.9,1435839863958,8.0,NULL,NULL
526,CRAIOVA,997.6,44,28.4,1435839863990,2.0,NULL,NULL
527,CUNTU,864.7,63,16.6,1435839864027,3.0,NULL,NULL
528,"CURTEA DE ARGES",992.3,47,25.8,1435839864062,NULL,NULL,NULL
529,DARABANI,992.3,47,22.6,1435839864087,7.0,NULL,NULL
530,DEDULESTI-MORARESTI,994.2,60,25.7,1435839864117,NULL,NULL,NULL
531,DEJ,994.2,60,23.9,1435839864148,2.0,NULL,NULL
532,DEVA,993.5,43,28,1435839864181,3.0,NULL,NULL
533,DRAGASANI,987.8,35,28.3,1435839864214,2.0,NULL,NULL
534,"DROBETA TURNU SEVERIN",1011.3,29,31.2,1435839864251,3.0,NULL,NULL
535,DUMBRAVENI,983.9,46,25.4,1435839864276,4.0,NULL,NULL
536,"DUMBRAVITA DE CODRU",956.4,50,25,1435839864322,1.0,NULL,NULL
537,FAGARAS,971.6,51,24.7,1435839864353,6.0,NULL,NULL
538,FETESTI,1012.6,43,27.9,1435839864404,3.0,NULL,NULL
539,FOCSANI,1014.5,38,26.7,1435839864469,3.0,NULL,NULL
540,FUNDATA,870.6,67,17.4,1435839864591,4.0,NULL,NULL
541,FUNDULEA,1012.7,49,28,1435839864805,4.0,NULL,NULL
542,GALATI,1012.1,45,26.1,1435839864876,3.0,NULL,NULL
543,GIURGIU,1016.6,43,29.3,1435839864917,1.0,NULL,NULL
544,GORGOVA,1020,50,25.2,1435839865010,3.0,NULL,NULL
545,GRIVITA,1015.2,48,26,1435839865075,5.0,NULL,NULL
546,"GURA PORTITEI",1018.9,51,26.5,1435839865157,7.0,NULL,NULL
547,GURAHONT,1000.9,44,26.8,1435839865182,4.0,NULL,NULL
548,HALANGA,1013.3,40,29.2,1435839865252,2.0,NULL,NULL
549,HARSOVA,1015.4,43,27.4,1435839865373,5.0,NULL,NULL
550,HOLOD,1003.4,40,27.4,1435839865474,2.0,NULL,NULL
551,HUEDIN,959,48,24.2,1435839865501,3.0,NULL,NULL
552,IASI,1012.4,43,25.7,1435839865732,4.0,NULL,NULL
553,IEZER,829.9,62,12.8,1435839865978,6.0,NULL,NULL
554,"INTORSURA BUZAULUI",943,82,17.4,1435839866004,2.0,NULL,NULL
555,JIMBOLIA,1012.7,35,29.3,1435839866030,3.0,NULL,NULL
556,JOSENI,936.3,50,22,1435839866204,4.0,NULL,NULL
557,JURILOVCA,1015,36,27.7,1435839866411,8.0,NULL,NULL
558,LACAUTI,821,73,10.5,1435839866488,3.0,NULL,NULL
559,LUGOJ,1007.1,42,28.1,1435839866546,2.0,NULL,NULL
560,MAHMUDIA,999.5,50,23.3,1435839866642,8.0,NULL,NULL
561,MANGALIA,1018.9,80,22.4,1435839866706,4.0,NULL,NULL
562,MEDGIDIA,1011.3,49,26,1435839866764,4.0,NULL,NULL
563,"MIERCUREA CIUC",945.2,52,22.5,1435839866851,4.0,NULL,NULL
564,"MOLDOVA VECHE",1011.7,34,30.7,1435839866877,5.0,NULL,NULL
565,"NEGRESTI (VASLUI)",1006.1,32,25.6,1435839866910,8.0,NULL,NULL
566,"OBARSIA LOTRULUI",873.9,46,18,1435839866954,1.0,NULL,NULL
567,"OCNA SUGATAG",964.7,36,22.8,1435839866983,2.0,NULL,NULL
568,"ODORHEIUL SECUIESC",1017.1,49,22.3,1435839867008,NULL,NULL,NULL
569,OLTENITA,1017.1,49,28.2,1435839867044,2.0,NULL,NULL
570,ORADEA,1006.8,30,28.5,1435839867075,4.0,NULL,NULL
571,ORAVITA,986.2,44,26.9,1435839867112,3.0,NULL,NULL
572,"PADES (APA NEAGRA)",862.7,71,27.3,1435839867177,NULL,NULL,NULL
573,PALTINIS,862.7,71,15.6,1435839867228,1.0,NULL,NULL
574,PARANG,852.9,67,16,1435839867263,3.0,NULL,NULL
575,PATARLAGELE,987,86,18.4,1435839867338,2.0,NULL,NULL
576,PENTELEU,842.8,90,11.8,1435839867364,6.0,NULL,NULL
577,PETROSANI,953.8,55,25,1435839867396,6.0,NULL,NULL
578,"PIATRA NEAMT",980.1,38,23.6,1435839867426,4.0,NULL,NULL
579,PITESTI,982.7,40,27.1,1435839867488,1.0,NULL,NULL
580,PLOIESTI,1000.2,62,23.8,1435839867518,3.0,NULL,NULL
581,"POIANA STAMPEI",917.8,46,19.9,1435839867575,4.0,NULL,NULL
582,POLOVRAGI,960,50,24.2,1435839867615,2.0,NULL,NULL
583,PREDEAL,899.7,64,19.1,1435839867680,1.0,NULL,NULL
584,RADAUTI,978.1,44,22.6,1435839867745,7.0,NULL,NULL
585,"RAMNICU SARAT",992.2,32,23,1435839867808,NULL,NULL,NULL
586,"RAMNICU VALCEA",992.2,32,27.8,1435839867912,3.0,NULL,NULL
587,RESITA,989.4,44,27.3,1435839867941,5.0,NULL,NULL
588,ROMAN,995.7,36,24.6,1435839867979,8.0,NULL,NULL
589,"ROSIA MONTANA",889.7,65,19.8,1435839868110,2.0,NULL,NULL
590,"ROSIORII DE VEDE",1007.5,45,28.9,1435839868159,2.0,NULL,NULL
591,SACUIENI,1009.6,32,27,1435839868189,2.0,NULL,NULL
592,"SANNICOLAU MARE",1009.9,35,30.4,1435839868245,2.0,NULL,NULL
593,SARMASU,976.1,51,25,1435839868308,2.0,NULL,NULL
594,"SATU MARE",1008.2,35,27.2,1435839868363,4.0,NULL,NULL
595,"SEBES (ALBA)",990.2,52,26.2,1435839868394,2.0,NULL,NULL
596,SEMENIC,866.3,68,17.3,1435839868419,4.0,NULL,NULL
597,"SFANTU GHEORGHE (DELTA)",1020.1,71,24.2,1435839868459,5.0,NULL,NULL
598,"SFANTU GHEORGHE (MUNTE)",970.2,51,20.4,1435839868527,NULL,NULL,NULL
599,SIBIU,970.2,51,24.2,1435839868577,3.0,NULL,NULL
600,"SIGHETUL MARMATIEI",855.4,68,26.1,1435839868619,NULL,NULL,NULL
601,"SINAIA 1500",855.4,68,18.1,1435839868650,1.0,NULL,NULL
602,SIRIA,968.2,45,25.9,1435839868715,2.0,NULL,NULL
603,SLATINA,999.8,35,28.9,1435839868767,2.0,NULL,NULL
604,SLOBOZIA,1014.3,48,26.3,1435839868814,7.0,NULL,NULL
605,"STANA DE VALE",899.3,55,19.5,1435839868841,1.0,NULL,NULL
606,"STEFANESTI STANCA",1008.4,43,25.6,1435839868882,8.0,NULL,NULL
607,"STEI (PETRU GROZA)",989.4,44,25.9,1435839868917,4.0,NULL,NULL
608,STOLNICI,980,47,27.4,1435839868944,NULL,NULL,NULL
609,SUCEAVA,980,47,21.4,1435839868988,7.0,NULL,NULL
610,SULINA,1017.7,74,22.1,1435839869019,1.0,NULL,NULL
611,"SUPURU DE JOS",791.4,81,26,1435839869076,NULL,NULL,NULL
612,TARCU,791.4,81,10.3,1435839869124,8.0,NULL,NULL
613,TARGOVISTE,985.7,86,21.4,1435839869196,1.0,NULL,NULL
614,"TARGU JIU",996.2,31,29.4,1435839869241,2.0,NULL,NULL
615,"TARGU LAPUS",980.7,30,25,1435839869279,2.0,NULL,NULL
616,"TARGU LOGRESTI",989.5,42,28.4,1435839869315,2.0,NULL,NULL
617,"TARGU MURES",985.7,48,25.5,1435839869356,3.0,NULL,NULL
618,"TARGU NEAMT",977.7,46,22.5,1435839869393,4.0,NULL,NULL
619,"TARGU OCNA",993,38,25.4,1435839869483,5.0,NULL,NULL
620,"TARGU SECUIESC",956.2,49,21.5,1435839869608,1.0,NULL,NULL
621,"TARNAVENI (BOBOHALMA)",961.3,53,23.2,1435839869640,6.0,NULL,NULL
622,TEBEA,989.9,40,27.1,1435839869800,6.0,NULL,NULL
623,TECUCI,1013.3,41,26.4,1435839869829,6.0,NULL,NULL
624,TIMISOARA,1011.5,32,29.5,1435839869917,2.0,NULL,NULL
625,TITU,1002.1,54,25.6,1435839869999,2.0,NULL,NULL
626,TOPLITA,943.4,31,24.3,1435839870029,4.0,NULL,NULL
627,TULCEA,1019.2,43,25.4,1435839870061,3.0,NULL,NULL
628,TURDA,972.9,38,25.4,1435839870101,5.0,NULL,NULL
629,"TURNU MAGURELE",1016.3,50,29,1435839870132,3.0,NULL,NULL
630,URZICENI,1013.8,51,24.8,1435839870197,4.0,NULL,NULL
631,"VARADIA DE MURES",1004.1,41,28.9,1435839870281,3.0,NULL,NULL
632,"VARFUL OMU",759,96,5.7,1435839870314,6.0,NULL,NULL
633,VASLUI,1006.5,35,26,1435839870356,4.0,NULL,NULL
634,VIDELE,824.5,66,29.2,1435839870393,NULL,NULL,NULL
635,"VLADEASA 1800",824.5,66,13.7,1435839870425,3.0,NULL,NULL
636,VOINEASA,955.4,35,24.5,1435839870464,1.0,NULL,NULL
637,ZALAU,988.2,46,25.5,1435839870492,2.0,NULL,NULL
638,ADAMCLISI,1001,36,27.7,1435843462151,2.0,NULL,NULL
639,ADJUD,1007.4,34,26.9,1435843462181,7.0,NULL,NULL
640,"ALBA IULIA",1010.8,40,26.8,1435843462222,NULL,NULL,NULL
641,ALEXANDRIA,1010.8,40,29.6,1435843462252,2.0,NULL,NULL
642,ARAD,1008.1,36,28.5,1435843462278,3.0,NULL,NULL
643,BACAU,1000.8,32,26.2,1435843462307,4.0,NULL,NULL
644,BACLES,984.4,37,28.5,1435843462334,1.0,NULL,NULL
645,"BAIA MARE",1000.2,30,27.1,1435843462361,4.0,NULL,NULL
646,"BAILE HERCULANE",998,38,29.8,1435843462401,2.0,NULL,NULL
647,BAILESTI,873,30,29.4,1435843462472,NULL,NULL,NULL
648,BAISOARA,873,30,17.6,1435843462526,4.0,NULL,NULL
649,"BALEA LAC",802.1,93,5.9,1435843462551,6.0,NULL,NULL
650,BANLOC,1012,35,30,1435843462577,2.0,NULL,NULL
651,BARAOLT,962.8,68,20.3,1435843462606,3.0,NULL,NULL
652,BARLAD,1000.2,34,26.2,1435843462634,2.0,NULL,NULL
653,"BARNOVA (RADAR)",975,57,21.4,1435843462663,1.0,NULL,NULL
654,BATOS,969.8,30,25.5,1435843462690,2.0,NULL,NULL
655,BECHET,1015.8,41,29.4,1435843462719,1.0,NULL,NULL
656,BISOCA,924.6,60,18.1,1435843462746,7.0,NULL,NULL
657,BISTRITA,978.7,33,26.2,1435843462774,2.0,NULL,NULL
658,BLAJ,982.1,38,26.3,1435843462805,5.0,NULL,NULL
659,BOITA,961.4,60,22.9,1435843462833,2.0,NULL,NULL
660,BOROD,983.9,45,25.1,1435843462857,4.0,NULL,NULL
661,BOTOSANI,1003.3,43,24.9,1435843462910,4.0,NULL,NULL
662,BOZOVICI,991.9,35,29,1435843462946,5.0,NULL,NULL
663,BRAILA,1018.4,47,24.8,1435843462970,2.0,NULL,NULL
664,"BRASOV GHIMBAV",960.3,87,16.8,1435843463002,2.0,NULL,NULL
665,BUCIN,880.8,44,16.4,1435843463040,4.0,NULL,NULL
666,"BUCURESTI AFUMATI",1011.1,55,23.6,1435843463066,3.0,NULL,NULL
667,"BUCURESTI BANEASA",1010.1,77,21.8,1435843463094,2.0,NULL,NULL
668,"BUCURESTI FILARET",1011.1,64,23.5,1435843463122,2.0,NULL,NULL
669,BUZAU,1010.1,61,21.9,1435843463151,1.0,NULL,NULL
670,CALAFAT,1012.8,39,30.5,1435843463179,2.0,NULL,NULL
671,CALARASI,1017.6,43,28,1435843463207,5.0,NULL,NULL
672,"CALIMANI (RETITIS)",807.2,52,10.7,1435843463260,8.0,NULL,NULL
673,"CAMPENI (BISTRA)",951.1,38,26.6,1435843463298,1.0,NULL,NULL
674,CAMPINA,967.9,80,19.1,1435843463324,3.0,NULL,NULL
675,"CAMPULUNG MUSCEL",1007.3,42,26,1435843463353,NULL,NULL,NULL
676,CARACAL,1007.3,42,29.7,1435843463380,1.0,NULL,NULL
677,CARANSEBES,993.4,41,28.8,1435843463409,4.0,NULL,NULL
678,"CEAHLAU TOACA",818.5,89,10.3,1435843463437,4.0,NULL,NULL
679,CERNAVODA,1009.4,41,28.2,1435843463466,5.0,NULL,NULL
680,"CHISINEU CRIS",1010.5,37,28.6,1435843463593,5.0,NULL,NULL
681,CLUJ-NAPOCA,974.3,45,24.9,1435843463791,4.0,NULL,NULL
682,CONSTANTA,1017.9,64,25.2,1435843463937,1.0,NULL,NULL
683,CORUGEA,993.8,100,24.8,1435843463963,5.0,NULL,NULL
684,COTNARI,987.8,47,21.8,1435843464150,7.0,NULL,NULL
685,CRAIOVA,997.2,44,29.1,1435843464471,1.0,NULL,NULL
686,CUNTU,864.7,63,16.6,1435843464496,3.0,NULL,NULL
687,"CURTEA DE ARGES",992.2,41,27,1435843464910,NULL,NULL,NULL
688,DARABANI,992.2,41,23.6,1435843465264,7.0,NULL,NULL
689,DEDULESTI-MORARESTI,958,29,25.9,1435843465534,2.0,NULL,NULL
690,DEJ,994,34,26.8,1435843465647,3.0,NULL,NULL
691,DEVA,993.1,43,28.8,1435843465694,4.0,NULL,NULL
692,DRAGASANI,987.6,41,27.7,1435843465745,3.0,NULL,NULL
693,"DROBETA TURNU SEVERIN",1011,34,29.9,1435843465817,2.0,NULL,NULL
694,DUMBRAVENI,983.7,42,25.9,1435843465867,3.0,NULL,NULL
695,"DUMBRAVITA DE CODRU",956.1,48,24.6,1435843465895,2.0,NULL,NULL
696,FAGARAS,971.4,50,24.9,1435843466362,4.0,NULL,NULL
697,FETESTI,1012.8,45,26.9,1435843466714,4.0,NULL,NULL
698,FOCSANI,1014.2,28,27.9,1435843466948,4.0,NULL,NULL
699,FUNDATA,870.5,81,17.2,1435843467070,3.0,NULL,NULL
700,FUNDULEA,1012.7,64,23.6,1435843467096,6.0,NULL,NULL
701,GALATI,1011.7,41,26,1435843467129,4.0,NULL,NULL
702,GIURGIU,1016.5,49,28.9,1435843467157,2.0,NULL,NULL
703,GORGOVA,1019.7,43,25.2,1435843467184,2.0,NULL,NULL
704,GRIVITA,1015.2,46,25,1435843467410,6.0,NULL,NULL
705,"GURA PORTITEI",1019.1,41,26.6,1435843467485,5.0,NULL,NULL
706,GURAHONT,1000.6,40,27.9,1435843467624,4.0,NULL,NULL
707,HALANGA,1013.1,36,29.9,1435843467676,2.0,NULL,NULL
708,HARSOVA,1015.6,44,25.4,1435843467704,4.0,NULL,NULL
709,HOLOD,1003.4,36,28.2,1435843467731,4.0,NULL,NULL
710,HUEDIN,959,44,24.6,1435843467761,4.0,NULL,NULL
711,IASI,1012.3,40,25.9,1435843467916,3.0,NULL,NULL
712,IEZER,829.9,67,11.5,1435843468056,6.0,NULL,NULL
713,"INTORSURA BUZAULUI",943,82,16.8,1435843468246,1.0,NULL,NULL
714,JIMBOLIA,1012.4,32,30.4,1435843468346,1.0,NULL,NULL
715,JOSENI,936.2,49,22.5,1435843468372,4.0,NULL,NULL
716,JURILOVCA,1015.2,34,26.8,1435843468496,6.0,NULL,NULL
